date,location,state,max_temperature,min_temperature,avg_temperature,temp_range,humidity,rainfall,wind_speed,risk_level
2024-02-22,Lucknow,India,44.8,34.9,39.8,9.9,41.6,8.9,24.6,High
2024-02-22,Bhopal,India,30.6,23.8,27.2,6.800000000000001,32.6,0.0,12.8,Low
2024-02-23,Mumbai,India,40.7,35.6,38.1,5.100000000000001,79.5,0.0,13.0,High
2024-02-23,Delhi,India,31.7,20.6,26.1,11.099999999999998,90.2,0.0,8.4,Moderate
2024-02-23,Bengaluru,India,30.7,22.9,26.8,7.800000000000001,56.3,0.0,3.9,Low
2024-02-23,Chennai,India,30.2,22.0,26.1,8.2,35.7,77.7,9.7,High
2024-02-23,Kolkata,India,41.2,26.7,34.0,14.500000000000004,35.9,0.0,2.3,High
2024-02-23,Hyderabad,India,39.7,24.7,32.2,15.000000000000004,48.7,0.0,5.9,High
2024-02-23,Ahmedabad,India,37.1,29.8,33.4,7.300000000000001,65.3,46.1,16.1,Moderate
2024-02-23,Jaipur,India,32.7,24.2,28.5,8.500000000000004,58.1,7.8,15.3,Moderate
2024-02-23,Lucknow,India,29.5,19.4,24.5,10.1,47.0,0.0,12.2,Moderate
2024-02-23,Bhopal,India,27.8,17.1,22.4,10.7,86.4,0.0,4.1,Moderate
2024-02-24,Mumbai,India,29.9,15.2,22.5,14.7,92.3,34.4,24.2,High
2024-02-24,Delhi,India,38.8,31.0,34.9,7.799999999999997,77.9,0.0,10.1,Moderate
2024-02-24,Bengaluru,India,28.8,20.8,24.8,8.0,93.4,0.0,24.6,Moderate
2024-02-24,Chennai,India,37.1,31.3,34.2,5.800000000000001,74.0,0.7,6.9,Low
2024-02-24,Kolkata,India,34.2,27.0,30.6,7.200000000000003,38.7,0.0,10.0,Low
2024-02-24,Hyderabad,India,30.8,23.4,27.1,7.400000000000002,43.9,0.0,10.4,Low
2024-02-24,Ahmedabad,India,41.0,33.6,37.3,7.399999999999999,34.4,0.0,19.9,High
2024-02-24,Jaipur,India,38.7,30.6,34.7,8.100000000000001,34.0,0.0,9.6,Moderate
2024-02-24,Lucknow,India,41.2,33.3,37.3,7.900000000000006,59.0,58.5,7.2,High
2024-02-24,Bhopal,India,28.1,15.6,21.9,12.500000000000002,66.9,0.0,15.3,Moderate
2024-02-25,Mumbai,India,35.4,29.9,32.6,5.5,45.1,0.0,13.6,Low
2024-02-25,Delhi,India,27.7,13.4,20.5,14.3,86.4,7.1,20.6,High
2024-02-25,Bengaluru,India,41.7,30.9,36.3,10.800000000000004,72.0,0.0,16.7,High
2024-02-25,Chennai,India,35.9,29.6,32.7,6.299999999999997,75.0,0.0,5.3,Low
2024-02-25,Kolkata,India,27.1,15.6,21.4,11.500000000000002,86.4,0.0,4.6,Moderate
2024-02-25,Hyderabad,India,30.2,21.4,25.8,8.8,91.3,6.1,4.6,Moderate
2024-02-25,Ahmedabad,India,31.8,16.8,24.3,15.0,47.1,0.0,18.0,High
2024-02-25,Jaipur,India,44.5,38.9,41.7,5.600000000000001,83.4,0.0,17.0,High
2024-02-25,Lucknow,India,25.8,17.2,21.5,8.600000000000001,83.7,0.0,11.8,Moderate
2024-02-25,Bhopal,India,31.2,21.0,26.1,10.2,34.3,0.0,10.2,Low
2024-02-26,Mumbai,India,30.4,22.2,26.3,8.2,38.1,0.0,22.0,Moderate
2024-02-26,Delhi,India,26.5,14.8,20.7,11.7,83.4,2.5,22.2,High
2024-02-26,Bengaluru,India,27.0,12.9,20.0,14.1,83.3,7.6,12.1,High
2024-02-26,Chennai,India,40.1,29.3,34.7,10.8,42.1,0.0,15.5,High
2024-02-26,Kolkata,India,36.5,23.3,29.9,13.2,51.2,0.0,2.6,High
2024-02-26,Hyderabad,India,39.8,28.1,34.0,11.699999999999996,43.4,0.0,17.6,Moderate
2024-02-26,Ahmedabad,India,28.7,22.6,25.7,6.099999999999998,82.8,5.8,18.2,Moderate
2024-02-26,Jaipur,India,42.0,34.2,38.1,7.799999999999997,71.6,0.0,15.3,High
2024-02-26,Lucknow,India,29.7,19.8,24.7,9.9,89.5,2.2,13.5,Moderate
2024-02-26,Bhopal,India,29.7,23.1,26.4,6.599999999999998,74.4,0.0,12.3,Low
2024-02-27,Mumbai,India,30.9,22.4,26.6,8.5,66.7,0.0,22.6,Moderate
2024-02-27,Delhi,India,28.4,13.7,21.0,14.7,59.4,0.0,6.3,High
2024-02-27,Bengaluru,India,27.1,17.9,22.5,9.200000000000005,81.7,1.5,6.5,Moderate
2024-02-27,Chennai,India,41.4,32.9,37.2,8.5,72.6,5.4,16.5,High
2024-02-27,Kolkata,India,42.8,32.1,37.5,10.699999999999996,84.1,9.9,17.5,High
2024-02-27,Hyderabad,India,29.9,16.9,23.4,13.0,37.0,0.0,16.5,Moderate
2024-02-27,Ahmedabad,India,40.2,25.9,33.1,14.300000000000004,91.1,1.8,7.8,High
2024-02-27,Jaipur,India,37.7,25.5,31.6,12.200000000000005,46.7,0.0,16.4,Moderate
2024-02-27,Lucknow,India,38.0,29.0,33.5,9.0,68.7,11.2,8.2,Low
2024-02-27,Bhopal,India,30.3,18.7,24.5,11.6,92.8,9.2,5.1,Moderate
2024-02-28,Mumbai,India,31.0,25.0,28.0,6.0,47.7,0.0,9.9,Low
2024-02-28,Delhi,India,28.3,13.5,20.9,14.8,83.4,0.0,4.8,High
2024-02-28,Bengaluru,India,41.9,32.4,37.1,9.5,76.1,0.0,16.7,High
2024-02-28,Chennai,India,44.9,35.2,40.1,9.699999999999996,83.0,0.0,22.4,High
2024-02-28,Kolkata,India,33.3,26.9,30.1,6.399999999999999,36.1,0.0,6.9,Low
2024-02-28,Hyderabad,India,28.3,13.7,21.0,14.6,85.4,8.7,5.3,High
2024-02-28,Ahmedabad,India,34.1,23.9,29.0,10.200000000000005,30.5,0.0,18.8,Moderate
2024-02-28,Jaipur,India,29.2,21.8,25.5,7.399999999999999,70.8,0.0,21.9,Moderate
2024-02-28,Lucknow,India,29.1,17.8,23.5,11.3,53.3,0.0,15.0,Moderate
2024-02-28,Bhopal,India,39.4,28.5,33.9,10.9,62.0,0.0,23.0,Moderate
2024-02-29,Mumbai,India,37.6,27.2,32.4,10.400000000000002,38.4,3.8,12.3,Low
2024-02-29,Delhi,India,33.1,18.9,26.0,14.200000000000005,76.2,0.0,24.6,High
2024-02-29,Bengaluru,India,27.2,12.5,19.9,14.7,41.4,6.5,19.9,High
2024-02-29,Chennai,India,26.6,18.3,22.4,8.3,46.1,9.9,17.7,Moderate
2024-02-29,Kolkata,India,33.2,25.9,29.6,7.300000000000004,31.3,0.0,9.8,Low
2024-02-29,Hyderabad,India,27.9,21.3,24.6,6.599999999999998,81.4,6.2,9.1,Moderate
2024-02-29,Ahmedabad,India,33.0,18.5,25.8,14.5,56.4,43.9,22.9,High
2024-02-29,Jaipur,India,40.8,33.8,37.3,7.0,82.3,30.2,3.1,High
2024-02-29,Lucknow,India,37.9,32.7,35.3,5.199999999999996,92.4,0.0,15.0,High
2024-02-29,Bhopal,India,25.3,14.8,20.1,10.5,59.9,5.0,13.6,High
2024-03-01,Mumbai,India,38.0,31.2,34.6,6.800000000000001,86.7,21.0,13.9,Moderate
2024-03-01,Delhi,India,41.1,27.9,34.5,13.200000000000005,93.6,5.1,5.0,High
2024-03-01,Bengaluru,India,33.4,19.8,26.6,13.599999999999998,85.6,0.0,22.1,High
2024-03-01,Chennai,India,37.5,28.9,33.2,8.600000000000001,81.3,0.0,18.4,Moderate
2024-03-01,Kolkata,India,36.9,30.6,33.7,6.299999999999997,57.8,1.7,4.4,Low
2024-03-01,Hyderabad,India,35.3,20.8,28.0,14.499999999999996,64.8,0.0,12.9,High
2024-03-01,Ahmedabad,India,33.1,24.7,28.9,8.400000000000002,62.0,5.8,13.2,Low
2024-03-01,Jaipur,India,44.0,35.9,40.0,8.100000000000001,41.0,0.0,9.4,High
2024-03-01,Lucknow,India,33.9,19.3,26.6,14.599999999999998,54.5,0.0,19.5,High
2024-03-01,Bhopal,India,33.4,20.6,27.0,12.799999999999995,52.0,5.7,3.2,Moderate
2024-03-02,Mumbai,India,32.1,19.8,25.9,12.3,50.7,0.0,13.3,Moderate
2024-03-02,Delhi,India,44.5,35.8,40.1,8.700000000000003,90.0,5.5,17.2,High
2024-03-02,Bengaluru,India,26.0,19.9,23.0,6.100000000000001,30.3,10.0,13.7,Moderate
2024-03-02,Chennai,India,32.5,20.0,26.2,12.5,65.1,0.0,11.4,Moderate
2024-03-02,Kolkata,India,34.3,25.7,30.0,8.599999999999998,37.0,0.0,13.8,Low
2024-03-02,Hyderabad,India,36.6,26.2,31.4,10.400000000000002,33.3,0.0,19.1,Moderate
2024-03-02,Ahmedabad,India,28.1,20.1,24.1,8.0,46.2,0.0,11.4,Low
2024-03-02,Jaipur,India,26.1,14.8,20.4,11.3,33.5,0.0,14.9,High
2024-03-02,Lucknow,India,36.9,29.8,33.3,7.099999999999998,37.6,9.7,20.1,Moderate
2024-03-02,Bhopal,India,38.9,27.5,33.2,11.4,80.9,0.0,7.6,Moderate
2024-03-03,Mumbai,India,39.1,30.0,34.6,9.1,89.8,16.3,7.9,Moderate
2024-03-03,Delhi,India,34.9,28.7,31.8,6.199999999999999,56.1,3.6,5.5,Low
2024-03-03,Bengaluru,India,41.0,28.9,34.9,12.1,42.4,3.7,4.8,High
2024-03-03,Chennai,India,36.6,22.5,29.5,14.1,66.0,1.8,16.8,High
2024-03-03,Kolkata,India,43.4,37.4,40.4,6.0,65.4,7.4,5.8,High
2024-03-03,Hyderabad,India,34.3,27.5,30.9,6.799999999999997,51.9,0.0,16.3,Moderate
2024-03-03,Ahmedabad,India,27.4,13.9,20.7,13.499999999999998,40.2,0.0,24.6,High
2024-03-03,Jaipur,India,32.0,17.7,24.9,14.3,34.3,5.5,7.9,High
2024-03-03,Lucknow,India,41.5,30.9,36.2,10.6,79.5,0.0,22.0,High
2024-03-03,Bhopal,India,27.9,19.0,23.4,8.899999999999999,91.9,70.8,10.1,High
2024-03-04,Mumbai,India,40.7,31.2,35.9,9.500000000000004,61.5,0.0,10.7,High
2024-03-04,Delhi,India,32.2,22.0,27.1,10.200000000000005,73.6,29.4,18.6,Moderate
2024-03-04,Bengaluru,India,37.4,27.3,32.3,10.099999999999998,65.5,0.0,23.9,Moderate
2024-03-04,Chennai,India,25.8,13.6,19.7,12.2,65.0,5.1,5.9,High
2024-03-04,Kolkata,India,29.9,18.5,24.2,11.4,72.3,0.0,8.3,Moderate
2024-03-04,Hyderabad,India,25.1,15.0,20.1,10.1,32.4,74.5,14.4,High
2024-03-04,Ahmedabad,India,26.3,16.6,21.5,9.7,45.6,0.0,10.2,Moderate
2024-03-04,Jaipur,India,38.3,29.9,34.1,8.399999999999999,90.8,0.0,19.1,Moderate
2024-03-04,Lucknow,India,37.0,26.7,31.9,10.3,31.8,2.5,14.8,Low
2024-03-04,Bhopal,India,26.8,17.6,22.2,9.2,78.8,0.0,13.5,Moderate
2024-03-05,Mumbai,India,38.7,24.9,31.8,13.800000000000004,43.2,14.2,9.6,High
2024-03-05,Delhi,India,26.0,17.4,21.7,8.600000000000001,85.7,0.0,10.9,Moderate
2024-03-05,Bengaluru,India,44.8,35.1,39.9,9.699999999999996,33.8,0.0,23.8,High
2024-03-05,Chennai,India,39.4,25.0,32.2,14.4,87.3,0.0,14.7,High
2024-03-05,Kolkata,India,30.4,25.2,27.8,5.199999999999999,77.0,0.0,24.3,Moderate
2024-03-05,Hyderabad,India,41.8,26.9,34.3,14.9,58.0,0.0,16.2,High
2024-03-05,Ahmedabad,India,30.3,18.4,24.4,11.900000000000002,91.7,0.0,14.4,Moderate
2024-03-05,Jaipur,India,38.2,24.9,31.5,13.300000000000004,72.1,60.0,13.9,High
2024-03-05,Lucknow,India,36.8,27.0,31.9,9.799999999999995,70.5,0.0,23.9,Moderate
2024-03-05,Bhopal,India,37.1,29.1,33.1,8.0,56.7,0.0,10.6,Low
2024-03-06,Mumbai,India,29.0,23.2,26.1,5.800000000000001,60.8,0.2,19.7,Moderate
2024-03-06,Delhi,India,26.0,13.2,19.6,12.8,85.0,0.0,21.4,High
2024-03-06,Bengaluru,India,29.5,22.4,26.0,7.100000000000001,81.5,14.7,2.6,Moderate
2024-03-06,Chennai,India,36.1,22.1,29.1,14.0,90.2,0.0,17.4,High
2024-03-06,Kolkata,India,28.8,15.7,22.2,13.1,92.9,0.0,14.9,High
2024-03-06,Hyderabad,India,31.7,21.5,26.6,10.2,68.1,0.2,10.4,Low
2024-03-06,Ahmedabad,India,29.8,21.6,25.7,8.2,41.9,0.0,18.0,Moderate
2024-03-06,Jaipur,India,36.2,31.2,33.7,5.000000000000004,35.1,8.8,23.2,Moderate
2024-03-06,Lucknow,India,42.6,28.2,35.4,14.400000000000002,78.1,0.0,12.8,High
2024-03-06,Bhopal,India,34.1,26.1,30.1,8.0,55.0,0.0,4.7,Low
2024-03-07,Mumbai,India,35.7,24.7,30.2,11.000000000000004,53.8,0.0,5.0,Moderate
2024-03-07,Delhi,India,42.4,29.7,36.1,12.7,46.1,0.5,6.6,High
2024-03-07,Bengaluru,India,27.3,18.2,22.7,9.1,61.5,0.0,20.6,Moderate
2024-03-07,Chennai,India,33.2,26.9,30.0,6.300000000000004,73.3,0.0,22.9,Moderate
2024-03-07,Kolkata,India,40.1,27.2,33.7,12.900000000000002,62.1,0.0,22.7,High
2024-03-07,Hyderabad,India,26.8,13.1,20.0,13.7,50.8,0.0,7.8,High
2024-03-07,Ahmedabad,India,36.4,27.0,31.7,9.4,52.5,7.5,9.6,Low
2024-03-07,Jaipur,India,31.9,18.8,25.4,13.099999999999998,46.0,19.2,16.6,High
2024-03-07,Lucknow,India,38.1,30.8,34.4,7.300000000000001,86.2,0.0,10.6,Moderate
2024-03-07,Bhopal,India,40.8,33.6,37.2,7.199999999999996,74.0,8.1,17.2,High
2024-03-08,Mumbai,India,36.4,24.0,30.2,12.4,54.6,3.1,23.4,Moderate
2024-03-08,Delhi,India,27.0,19.7,23.3,7.300000000000001,76.1,0.0,4.1,Moderate
2024-03-08,Bengaluru,India,40.4,34.7,37.6,5.699999999999996,83.8,0.0,9.8,High
2024-03-08,Chennai,India,34.2,27.0,30.6,7.200000000000003,90.7,0.0,23.7,Moderate
2024-03-08,Kolkata,India,28.4,22.3,25.4,6.099999999999998,67.1,43.4,17.6,Moderate
2024-03-08,Hyderabad,India,30.7,20.2,25.5,10.5,49.8,0.0,21.2,Moderate
2024-03-08,Ahmedabad,India,30.6,24.0,27.3,6.600000000000001,40.7,65.5,24.4,High
2024-03-08,Jaipur,India,27.3,13.6,20.4,13.7,71.3,0.0,18.9,High
2024-03-08,Lucknow,India,32.1,22.3,27.2,9.8,62.7,61.0,23.6,High
2024-03-08,Bhopal,India,41.5,33.5,37.5,8.0,55.9,0.0,24.1,High
2024-03-09,Mumbai,India,26.1,20.0,23.1,6.100000000000001,44.3,4.7,19.0,Moderate
2024-03-09,Delhi,India,40.5,35.0,37.7,5.5,30.8,0.0,7.4,High
2024-03-09,Bengaluru,India,34.6,24.4,29.5,10.200000000000005,93.4,9.7,6.5,Moderate
2024-03-09,Chennai,India,43.6,37.7,40.7,5.899999999999999,63.2,0.0,10.4,High
2024-03-09,Kolkata,India,43.3,36.6,40.0,6.699999999999996,37.9,0.0,11.6,High
2024-03-09,Hyderabad,India,29.5,15.2,22.4,14.3,89.0,0.0,16.4,High
2024-03-09,Ahmedabad,India,26.4,12.3,19.4,14.099999999999998,92.3,0.0,11.0,High
2024-03-09,Jaipur,India,35.1,29.2,32.1,5.900000000000002,70.3,0.0,6.4,Low
2024-03-09,Lucknow,India,40.3,33.3,36.8,7.0,50.9,76.0,6.8,High
2024-03-09,Bhopal,India,34.2,20.2,27.2,14.000000000000004,90.5,44.4,20.6,High
2024-03-10,Mumbai,India,29.6,22.6,26.1,7.0,32.5,0.0,7.3,Low
2024-03-10,Delhi,India,33.3,18.5,25.9,14.799999999999995,43.0,0.0,10.7,High
2024-03-10,Bengaluru,India,43.7,38.2,40.9,5.5,43.7,0.0,11.3,High
2024-03-10,Chennai,India,31.4,25.5,28.4,5.899999999999999,57.8,0.0,9.3,Low
2024-03-10,Kolkata,India,41.2,27.6,34.4,13.6,73.7,0.6,5.1,High
2024-03-10,Hyderabad,India,40.1,30.3,35.2,9.8,59.0,0.0,14.4,High
2024-03-10,Ahmedabad,India,35.6,26.6,31.1,9.0,92.0,0.0,21.4,Moderate
2024-03-10,Jaipur,India,29.0,18.0,23.5,11.0,33.9,0.0,19.2,Moderate
2024-03-10,Lucknow,India,28.9,18.5,23.7,10.4,90.8,0.0,11.9,Moderate
2024-03-10,Bhopal,India,43.9,36.5,40.2,7.399999999999999,45.6,0.0,17.3,High
2024-03-11,Mumbai,India,25.8,18.9,22.3,6.900000000000002,84.0,0.0,14.3,Moderate
2024-03-11,Delhi,India,30.0,17.0,23.5,13.0,48.2,45.3,7.6,Moderate
2024-03-11,Bengaluru,India,36.0,22.8,29.4,13.2,92.4,0.0,2.9,High
2024-03-11,Chennai,India,38.3,30.5,34.4,7.799999999999997,68.1,5.9,8.1,Moderate
2024-03-11,Kolkata,India,40.7,31.7,36.2,9.000000000000004,72.0,0.0,18.8,High
2024-03-11,Hyderabad,India,42.6,32.3,37.4,10.300000000000004,90.4,0.0,20.5,High
2024-03-11,Ahmedabad,India,43.9,33.7,38.8,10.199999999999996,74.0,7.8,2.8,High
2024-03-11,Jaipur,India,32.3,23.0,27.6,9.299999999999995,70.5,0.0,15.2,Moderate
2024-03-11,Lucknow,India,31.7,19.1,25.4,12.599999999999998,58.1,0.0,17.0,Moderate
2024-03-11,Bhopal,India,26.8,12.6,19.7,14.2,74.8,0.0,21.2,High
2024-03-12,Mumbai,India,25.2,18.2,21.7,7.0,92.3,0.0,2.6,Moderate
2024-03-12,Delhi,India,39.4,25.2,32.3,14.2,56.5,46.2,20.5,High
2024-03-12,Bengaluru,India,43.1,36.9,40.0,6.200000000000003,64.7,0.0,3.6,High
2024-03-12,Chennai,India,30.7,21.0,25.8,9.7,73.6,1.7,21.9,Moderate
2024-03-12,Kolkata,India,43.9,37.6,40.8,6.299999999999997,80.4,2.7,19.3,High
2024-03-12,Hyderabad,India,40.4,34.4,37.4,6.0,92.6,8.9,13.9,High
2024-03-12,Ahmedabad,India,39.6,30.5,35.0,9.1,70.9,0.0,21.8,Moderate
2024-03-12,Jaipur,India,34.7,20.8,27.7,13.900000000000002,54.6,0.0,24.8,High
2024-03-12,Lucknow,India,29.7,20.6,25.1,9.099999999999998,80.7,26.0,15.6,Moderate
2024-03-12,Bhopal,India,36.2,26.3,31.3,9.900000000000002,62.8,0.0,5.0,Low
2024-03-13,Mumbai,India,32.4,26.0,29.2,6.399999999999999,63.7,0.0,7.8,Low
2024-03-13,Delhi,India,34.1,27.4,30.8,6.700000000000003,47.4,5.1,15.0,Low
2024-03-13,Bengaluru,India,43.9,36.5,40.2,7.399999999999999,38.6,72.7,21.8,High
2024-03-13,Chennai,India,25.2,15.8,20.5,9.4,33.0,0.0,16.1,Moderate
2024-03-13,Kolkata,India,41.4,27.3,34.4,14.099999999999998,37.8,0.0,17.4,High
2024-03-13,Hyderabad,India,42.1,27.9,35.0,14.200000000000005,47.2,0.0,3.2,High
2024-03-13,Ahmedabad,India,30.1,23.2,26.7,6.900000000000002,73.5,0.0,6.4,Low
2024-03-13,Jaipur,India,31.4,16.8,24.1,14.599999999999998,71.7,40.1,8.9,High
2024-03-13,Lucknow,India,36.4,30.9,33.6,5.5,39.1,0.0,14.5,Low
2024-03-13,Bhopal,India,39.4,33.7,36.6,5.699999999999996,36.9,21.2,5.6,Moderate
2024-03-14,Mumbai,India,27.6,18.3,22.9,9.3,47.9,12.8,21.2,Moderate
2024-03-14,Delhi,India,44.3,34.1,39.2,10.199999999999996,49.7,14.6,2.9,High
2024-03-14,Bengaluru,India,29.9,19.6,24.8,10.299999999999995,61.4,0.0,6.9,Moderate
2024-03-14,Chennai,India,29.3,15.7,22.5,13.6,91.2,0.0,3.1,High
2024-03-14,Kolkata,India,43.9,34.9,39.4,9.0,75.1,0.0,12.5,High
2024-03-14,Hyderabad,India,31.6,26.2,28.9,5.400000000000002,62.3,5.5,24.7,Moderate
2024-03-14,Ahmedabad,India,39.1,29.6,34.3,9.5,65.1,0.0,13.3,Moderate
2024-03-14,Jaipur,India,38.5,27.2,32.8,11.3,36.5,0.0,14.1,Moderate
2024-03-14,Lucknow,India,33.6,26.9,30.2,6.700000000000003,94.2,0.0,4.2,Moderate
2024-03-14,Bhopal,India,38.0,32.8,35.4,5.200000000000003,82.7,0.0,5.7,Moderate
2024-03-15,Mumbai,India,26.3,14.4,20.4,11.9,67.2,0.0,17.4,High
2024-03-15,Delhi,India,33.5,24.0,28.8,9.5,46.5,0.0,9.0,Low
2024-03-15,Bengaluru,India,28.9,17.0,23.0,11.9,55.4,0.0,4.3,Moderate
2024-03-15,Chennai,India,30.7,21.1,25.9,9.599999999999998,42.6,11.6,6.8,Low
2024-03-15,Kolkata,India,37.8,32.0,34.9,5.799999999999997,38.7,6.5,14.8,Low
2024-03-15,Hyderabad,India,35.7,26.4,31.0,9.300000000000004,47.4,71.0,16.0,High
2024-03-15,Ahmedabad,India,34.6,25.9,30.3,8.700000000000003,89.4,0.0,21.2,Moderate
2024-03-15,Jaipur,India,41.4,36.0,38.7,5.399999999999999,86.6,0.0,17.4,High
2024-03-15,Lucknow,India,31.9,25.5,28.7,6.399999999999999,58.6,5.0,11.7,Low
2024-03-15,Bhopal,India,27.2,18.2,22.7,9.0,51.9,0.0,3.7,Moderate
2024-03-16,Mumbai,India,35.9,22.5,29.2,13.4,38.1,49.0,11.5,High
2024-03-16,Delhi,India,41.7,26.8,34.3,14.900000000000002,31.5,1.2,8.6,High
2024-03-16,Bengaluru,India,32.4,22.3,27.4,10.099999999999998,66.4,7.3,15.5,Moderate
2024-03-16,Chennai,India,26.7,20.5,23.6,6.199999999999999,44.6,5.1,20.1,Moderate
2024-03-16,Kolkata,India,28.8,23.2,26.0,5.600000000000001,68.4,0.0,19.9,Moderate
2024-03-16,Hyderabad,India,43.9,34.8,39.4,9.1,73.0,0.0,6.3,High
2024-03-16,Ahmedabad,India,39.7,28.1,33.9,11.6,37.4,45.0,23.2,Moderate
2024-03-16,Jaipur,India,32.3,21.9,27.1,10.4,39.6,0.0,15.4,Moderate
2024-03-16,Lucknow,India,38.4,29.5,34.0,8.899999999999999,30.1,1.3,11.6,Moderate
2024-03-16,Bhopal,India,28.8,15.4,22.1,13.4,77.1,18.2,6.8,High
2024-03-17,Mumbai,India,38.4,31.6,35.0,6.799999999999997,67.7,9.0,6.3,Moderate
2024-03-17,Delhi,India,31.3,24.5,27.9,6.800000000000001,88.6,0.0,9.4,Moderate
2024-03-17,Bengaluru,India,42.2,31.6,36.9,10.6,40.2,6.9,22.5,High
2024-03-17,Chennai,India,34.8,23.7,29.3,11.099999999999998,51.2,0.0,9.5,Moderate
2024-03-17,Kolkata,India,34.0,25.7,29.8,8.3,58.5,2.7,13.8,Low
2024-03-17,Hyderabad,India,26.4,20.0,23.2,6.399999999999999,34.8,8.1,18.5,Moderate
2024-03-17,Ahmedabad,India,25.8,14.6,20.2,11.2,80.6,0.0,16.8,High
2024-03-17,Jaipur,India,40.4,29.8,35.1,10.599999999999998,87.4,0.0,19.2,High
2024-03-17,Lucknow,India,43.8,33.5,38.6,10.299999999999995,70.0,4.9,19.2,High
2024-03-17,Bhopal,India,26.4,12.6,19.5,13.8,46.7,6.0,11.5,High
2024-03-18,Mumbai,India,44.9,32.4,38.7,12.5,71.9,0.0,14.7,High
2024-03-18,Delhi,India,25.7,17.0,21.3,8.7,45.4,15.1,7.1,Moderate
2024-03-18,Bengaluru,India,36.1,21.8,28.9,14.3,30.3,0.0,4.2,High
2024-03-18,Chennai,India,35.5,29.1,32.3,6.399999999999999,30.1,8.1,23.0,Moderate
2024-03-18,Kolkata,India,37.1,30.4,33.8,6.700000000000003,77.8,0.0,5.9,Moderate
2024-03-18,Hyderabad,India,28.2,16.3,22.2,11.9,38.3,4.3,8.0,Moderate
2024-03-18,Ahmedabad,India,37.3,31.4,34.3,5.899999999999999,55.4,7.2,8.5,Low
2024-03-18,Jaipur,India,35.1,23.0,29.0,12.1,46.2,0.0,9.8,Moderate
2024-03-18,Lucknow,India,34.1,28.8,31.5,5.300000000000001,87.1,0.0,9.9,Moderate
2024-03-18,Bhopal,India,36.0,28.8,32.4,7.199999999999999,57.9,0.0,23.5,Moderate
2024-03-19,Mumbai,India,25.8,19.5,22.6,6.300000000000001,94.1,0.0,18.5,Moderate
2024-03-19,Delhi,India,29.5,23.9,26.7,5.600000000000001,36.7,0.0,7.8,Low
2024-03-19,Bengaluru,India,32.1,23.3,27.7,8.8,56.8,41.6,23.7,Moderate
2024-03-19,Chennai,India,29.0,19.9,24.4,9.1,43.4,0.0,15.9,Moderate
2024-03-19,Kolkata,India,36.4,27.0,31.7,9.4,34.4,4.7,21.1,Moderate
2024-03-19,Hyderabad,India,31.1,19.1,25.1,12.0,81.4,0.0,11.4,Moderate
2024-03-19,Ahmedabad,India,26.1,19.1,22.6,7.0,30.6,32.1,6.5,Moderate
2024-03-19,Jaipur,India,41.8,36.5,39.1,5.299999999999997,91.1,0.0,17.0,High
2024-03-19,Lucknow,India,26.1,16.5,21.3,9.6,65.7,8.9,6.8,Moderate
2024-03-19,Bhopal,India,28.0,18.0,23.0,10.0,82.1,4.5,18.2,Moderate
2024-03-20,Mumbai,India,36.5,29.3,32.9,7.199999999999999,47.5,13.1,5.0,Low
2024-03-20,Delhi,India,42.6,33.5,38.0,9.1,64.9,0.0,17.7,High
2024-03-20,Bengaluru,India,38.0,25.8,31.9,12.2,41.6,0.0,21.6,Moderate
2024-03-20,Chennai,India,41.4,28.7,35.1,12.7,68.8,0.0,13.7,High
2024-03-20,Kolkata,India,32.3,20.9,26.6,11.4,88.6,0.0,16.4,Moderate
2024-03-20,Hyderabad,India,44.0,38.4,41.2,5.600000000000001,69.2,0.0,17.4,High
2024-03-20,Ahmedabad,India,42.6,34.4,38.5,8.200000000000003,38.4,0.0,8.3,High
2024-03-20,Jaipur,India,44.7,33.3,39.0,11.400000000000006,40.5,0.0,23.2,High
2024-03-20,Lucknow,India,29.0,21.9,25.5,7.100000000000001,74.7,2.3,20.0,Moderate
2024-03-20,Bhopal,India,38.1,30.8,34.5,7.300000000000001,47.8,0.0,6.8,Moderate
2024-03-21,Mumbai,India,39.4,27.5,33.5,11.9,36.2,0.0,19.4,Moderate
2024-03-21,Delhi,India,41.8,32.3,37.0,9.5,71.4,2.3,12.9,High
2024-03-21,Bengaluru,India,35.0,21.5,28.2,13.5,82.1,0.0,21.0,High
2024-03-21,Chennai,India,32.1,20.6,26.4,11.5,46.0,0.0,8.2,Moderate
2024-03-21,Kolkata,India,44.6,36.9,40.8,7.700000000000003,32.7,0.0,18.3,High
2024-03-21,Hyderabad,India,27.5,20.8,24.2,6.699999999999999,92.4,0.0,9.7,Moderate
2024-03-21,Ahmedabad,India,37.6,30.1,33.8,7.5,91.7,0.0,13.1,Moderate
2024-03-21,Jaipur,India,33.7,24.6,29.1,9.1,77.6,0.0,16.0,Moderate
2024-03-21,Lucknow,India,31.3,24.9,28.1,6.400000000000002,43.9,1.1,23.9,Moderate
2024-03-21,Bhopal,India,42.3,32.8,37.5,9.5,68.1,47.3,3.9,High
2024-03-22,Mumbai,India,41.3,26.4,33.9,14.9,55.3,0.6,6.6,High
2024-03-22,Delhi,India,35.0,26.9,31.0,8.100000000000001,93.3,0.0,18.8,Moderate
2024-03-22,Bengaluru,India,30.8,19.5,25.2,11.3,37.7,0.0,4.9,Moderate
2024-03-22,Chennai,India,40.6,29.5,35.0,11.1,93.1,0.0,11.1,High
